319	U19975	11/13/2019 1:35:41 PM	N13008 N32643 N20997 N44361 N24691 N18030 N61319 N15253 N3560 N13925 N17050 N49134 N31801 N23025 N43142 N54469 N41375 N732 N43202	N56214-1 N36221-0 N51048-0 N4642-0
320	U36991	11/11/2019 7:01:49 AM	N43846 N60985 N28803 N52307	N5497-0 N57385-1 N21882-0 N46972-0 N60162-0 N28047-0 N24686-0 N30135-0 N61623-0 N2869-0 N37833-0 N53302-0 N413-0 N55689-0 N1951-0 N58549-0 N48759-0 N57853-0 N26783-0 N48606-0 N33985-0 N36621-0 N36330-0 N47035-0
321	U8472	11/12/2019 1:25:15 PM	N6107 N9808 N35009 N50454 N36164 N21311 N38629 N18881 N51003 N49745 N36526 N48582 N46504 N53451 N62002 N25054 N8305 N36488 N36449 N64314 N29290 N7315 N64955 N30531 N40163 N49944 N14150 N26026 N41797 N62790 N11851 N26012 N47785 N60936 N61661 N55556 N32039 N6342 N8073 N64273 N31996 N381 N1702 N37322 N62590 N28614 N54300 N48925	N57754-0 N33212-0 N11817-0 N45422-0 N16096-0 N63970-0 N62360-0 N43483-0 N12493-0 N34110-0 N19318-0 N64152-0 N54125-0 N38309-1 N8476-0 N41020-0 N49180-0 N40839-0 N32544-0 N62386-0 N32182-0 N44422-0 N58363-0 N59469-0 N12424-0 N64851-0 N22339-0 N33755-0 N3344-0 N28495-0 N31978-1 N42634-0 N6975-0
322	U50399	11/14/2019 8:58:47 AM	N41218 N51983 N2003 N42570 N18106 N11265	N4404-1 N61787-0 N5652-0 N35393-0 N31359-0 N64305-0 N59142-0 N60550-0 N38779-0
323	U35764	11/14/2019 1:39:17 PM	N29177 N33713 N4020 N5886 N45269 N20575 N18106	N45523-0 N23089-0 N496-0 N25165-0 N57032-0 N36226-0 N48707-0 N34185-0 N1228-0 N27737-0 N58345-0 N40109-0 N52424-0 N34668-0 N9639-0 N39015-0 N19050-0 N38779-0 N44698-0 N41387-0 N62318-0 N37338-0 N9284-1 N29212-0 N30648-0 N57081-0 N19661-0 N6837-0 N50872-0 N59267-0
324	U54138	11/13/2019 5:04:41 AM	N13186 N6552 N50155 N38629 N33713 N879 N47558 N42989 N64777 N32643 N9824 N4830 N27676 N2229 N49745 N871 N53900 N26642 N27612 N16233 N44454 N60050 N18663 N21561 N63906 N10865 N40912 N56109 N49229 N18030 N33276 N18094 N6156 N53033 N56486 N53531 N45794 N17966 N37915 N46513 N4593 N477 N64955 N5184 N58841 N8917 N6864 N58090 N16715 N40692 N61196 N45999 N56638 N44796 N13057 N13374 N20708 N56240 N31801 N63180 N11005 N54655 N23105 N306 N47719 N41375 N60491 N28702 N43142 N5217 N55556 N38105 N20342 N62058 N8148 N22816 N2735 N40509 N15676 N25785	N20076-0 N47061-0 N60992-0 N36659-0 N42977-1 N37905-0 N13579-0 N22230-0 N45266-0 N38159-0 N62128-1 N28213-0
325	U35435	11/14/2019 6:56:03 AM	N31801 N26672	N58660-0 N27869-0 N51570-1 N6390-0 N6477-0 N23446-0 N36689-0 N3894-0 N50872-0 N48416-0 N5146-0 N33576-0 N40109-0 N37854-0 N60272-0 N60550-0 N7618-0 N16777-0 N55555-0 N16439-0 N62805-0 N16419-0 N48225-0 N30750-0 N9805-0 N27476-0 N58814-0 N64174-0 N61787-0
326	U83825	11/14/2019 7:06:57 AM	N20997 N1603 N45276 N7158 N37047 N1581 N24368 N32852 N13813 N32835 N22816	N48017-0 N23877-0 N64174-0 N49712-1 N51570-0 N38779-1 N16844-0 N50872-0 N23446-0 N29739-0 N10960-0 N8015-0 N45509-1 N55325-0 N36226-0 N50592-0 N40109-0
327	U93438	11/14/2019 7:19:08 AM	N61221 N61018 N43132 N46392 N3542 N38923 N28992 N5521 N22161 N11512 N44347 N52551 N8277 N10602 N26111 N30253 N55714 N53750 N30244	N9621-0 N46821-0 N8015-0 N16844-0 N49712-0 N50592-0 N48017-0 N39683-0 N25165-0 N11817-0 N64174-0 N29739-0 N23446-0 N14436-0 N366-0 N64296-0 N38779-0 N50601-0 N40109-0 N47098-0 N24532-1 N51570-0 N6477-0 N38404-0 N36226-0 N58569-0 N45509-0 N10960-0 N7618-0 N50872-0 N23877-0 N4021-1
328	U90098	11/11/2019 12:17:03 PM	N39830 N47558 N14393 N54095 N45589 N46843 N28467 N5252 N51844 N23669 N46582 N17182 N32202 N63910 N46987 N32483 N37599 N51706 N29940 N57296 N53100 N14558 N19741 N46844 N55393 N16965 N50578 N741 N27591 N33276 N56688 N1825 N22344 N46573 N57924 N26113 N43333 N46392 N45794 N8229 N59704 N16617 N7499 N21265 N44796 N12401 N63843 N45954 N31181 N23202 N7889 N8024 N55000 N52236 N36489 N52500 N60300 N23196 N13138 N36530 N10998 N22976 N18870 N4607 N60702	N30108-0 N46845-0 N63319-0 N61623-0 N36621-0 N2823-0 N22457-0 N29854-0 N55689-0 N22029-0 N56598-0 N36351-0 N59436-0 N3474-0 N46029-0 N41172-0 N56517-0 N31769-0 N41578-0 N6056-0 N16790-0 N28132-0 N62212-0 N48890-0 N61359-0 N36712-0 N17586-0 N42144-0 N43492-0 N555-0 N40431-0 N29128-0 N53054-0 N18132-0 N55204-0 N3541-0 N4936-0 N33630-0 N32087-0 N54274-0 N29715-0 N63538-0 N9139-0 N60872-0 N11363-0 N57713-0 N10688-0 N15194-0 N13486-0 N12280-0 N5370-0 N35738-0 N21119-0 N28413-0 N41726-0 N15830-0 N18698-0 N54988-0 N47067-0 N35272-0 N40065-0 N13816-0 N59407-0 N40725-0 N25587-0 N52622-0 N45660-0 N13259-0 N45554-0 N47981-0 N12800-0 N60272-0 N45616-0 N29001-0 N33848-0 N29542-0 N3506-0 N37019-0 N44818-0 N42961-0 N3841-0 N49777-0 N3697-0 N37199-0 N58572-0 N6099-0 N47229-0 N45270-0 N33964-0 N51241-0 N43338-0 N36786-0 N15761-0 N63550-0 N7128-1 N46992-0 N20729-0 N26286-0 N20018-0 N51587-1 N47401-0 N8957-0 N12608-0 N58410-0 N23174-0 N154-0 N15855-0 N35172-0 N1914-0 N21707-0 N59981-0 N23081-0 N26262-0 N20811-0 N43502-0
329	U48747	11/12/2019 2:09:22 PM	N3946 N29177 N28068 N55422 N14439 N57336 N60340 N26618 N30612 N43446 N19495 N19495 N35004 N54536 N58553	N5075-0 N57327-0 N34110-0 N16096-0 N18708-0 N14592-0 N38309-0 N58363-0 N41354-0 N5048-0 N9215-0 N3841-0 N48046-0 N22339-0 N26262-0 N36516-0 N55950-0 N27258-0 N61408-0 N62360-0 N14823-0 N3123-0 N32789-0 N15315-0 N62688-0 N33261-0 N30920-0 N30088-0 N29155-0 N33755-0 N50619-0 N32182-0 N40839-0 N13974-0 N33623-0 N57713-0 N19092-0 N16463-0 N33831-0 N62386-0 N59467-0 N52535-0 N19318-0 N3663-0 N7462-0 N61397-0 N2823-0 N60272-0 N53084-0 N25088-0 N22407-0 N6975-0 N24423-0 N41578-0 N5688-0 N962-0 N54125-0 N43460-0 N397-0 N27932-0 N17031-0 N58553-0 N41533-0 N28495-0 N61822-0 N17389-0 N44422-0 N39537-1 N36850-0 N58077-0 N56243-0 N61349-0 N9139-0 N28327-0 N46607-0 N3344-0 N60105-0 N33212-0 N7121-0 N43266-0 N30518-0 N45422-0 N7419-0 N64851-0 N61623-0 N52122-0 N17195-0 N30475-0 N34998-0 N1940-0 N29468-0 N1644-0 N26673-0 N32010-0 N27289-0 N25315-0 N43483-0 N63970-0 N16291-0 N20043-0 N23942-0 N12424-0 N18947-0 N45389-0 N65167-0 N11817-0 N64152-0 N6066-0 N34657-0 N8400-0 N27497-0 N51285-0 N20678-0 N31370-0 N21741-0 N12493-0 N16166-0 N24686-0 N48019-0 N46779-0 N4143-0 N166-0 N6056-0 N33689-0 N32589-0 N55606-0 N27245-0 N5370-0 N59469-0
330	U57639	11/11/2019 1:30:51 PM	N3501 N60303 N45395 N29382 N11071 N42989 N15625 N17403 N53931 N43025 N12907 N4020 N20997 N40467 N10865 N25577 N8834 N8507 N8392 N9120 N37182 N52497 N17968 N54827 N3057 N38923 N54422 N24298 N49364 N37934 N54225 N10559 N41375 N55556 N46818 N30765 N6616 N24226 N3222 N49040 N46811 N28257 N32268 N9836	N60272-0 N21119-0 N5370-0 N23235-0 N7128-0 N55204-0 N19542-0 N47229-0 N53054-0 N41172-0 N6926-0 N45456-0 N10499-0 N30998-0 N52622-0 N12831-0 N25212-0 N13930-0 N10688-0 N2952-0 N50314-0 N54988-0 N43338-0 N63538-0 N3506-0 N64482-0 N17482-0 N58499-0 N60872-0 N55689-0 N23414-0 N30108-0 N33964-0 N57005-0 N40065-0 N21840-0 N24686-0 N53214-0 N58003-0 N22664-0 N43502-0 N16342-0 N54482-0 N63550-0 N26673-0 N45616-0 N61117-0 N33848-0 N38662-1 N31680-0 N16920-0 N36712-0 N23174-0 N28804-0 N22457-0 N20954-0 N34724-0 N57713-0 N32387-0 N4936-0 N61623-0 N154-0 N33872-0 N12641-0 N42961-0 N40725-0 N8957-0 N46029-0
331	U50153	11/13/2019 8:28:07 PM	N35022 N19593 N14697 N56753 N14617 N2231 N6218 N35671	N4642-0 N49712-0 N13094-0 N3031-1 N51048-0 N14029-0 N56214-0 N42457-0 N48064-0
332	U8740	11/14/2019 12:43:09 AM	N55368 N8794 N24749 N49436 N2153 N10818 N33617 N60949 N47649 N49019 N61864 N47719 N56889 N58977 N33194 N64845 N33446 N42275	N47231-0 N41122-0 N29801-0 N18571-0 N61483-0 N40329-0 N58660-0 N37027-0 N61404-0 N40130-0 N62894-0 N5048-0 N39399-0 N366-0 N46279-0 N23805-0 N54291-0 N11940-0 N55488-0 N64174-0 N31556-0 N50014-0 N16282-0 N14535-0 N7121-0 N57034-0 N47020-0 N55555-0 N16844-0 N4642-0 N13486-0 N24062-0 N48875-0 N16148-0 N43301-0 N45734-0 N41698-0 N61787-0 N48064-0 N46501-0 N51195-0 N47346-0 N1012-0 N46992-1 N10541-1 N45428-0 N19867-0 N10552-0 N12800-0 N29517-0 N16419-0 N41040-0 N11817-0 N20793-0 N59214-0 N64632-0 N41612-0 N3957-0 N8595-0 N18312-0 N25295-0 N30071-0 N12124-0 N23749-0 N10616-0 N10960-0 N6873-0 N65202-0 N11363-0 N15719-0 N55949-0 N36261-0 N64412-0 N25163-0 N61571-0 N16931-0 N59138-0 N23557-0 N20729-0 N43487-0 N31679-0 N11769-0 N18522-0 N20576-0 N5652-0 N42457-0 N55275-0 N20770-0 N54752-0 N64305-0 N36186-0 N58086-0 N22029-0 N14436-0 N8015-0 N53875-0 N49712-0 N4021-0 N13094-0 N3167-0 N42634-0 N29739-0 N6216-0 N3031-1 N2021-0 N50872-0 N60161-0 N45509-0 N35387-0 N614-0 N22257-0 N26233-0 N28132-0 N9009-0 N50601-0 N56711-0 N14029-0 N43628-0 N3745-0 N31027-0 N7540-0 N8045-0 N63174-0 N43275-0 N7618-0
333	U83672	11/13/2019 6:56:57 AM	N61864 N63875 N30589 N51076 N40837 N45512 N52946 N11177 N54698 N971 N50455 N61681 N40977 N61864 N24356 N60132 N53033 N9798 N2656 N24298 N35452 N26618 N11973 N61196 N10679 N45954 N27661 N11139 N13169 N11005 N619 N151 N51215 N47020 N306 N5837 N35926 N35246 N47020 N19777 N2142 N9053 N42137 N45091 N46301 N47020 N1599 N49422 N25495 N60985 N20690 N47020 N61822 N18085 N54536 N38522 N47020 N27140 N47020 N56032 N58601 N16560 N59931	N4754-0 N53841-0 N19903-0 N20915-0 N57426-0 N34081-0 N13105-0 N13579-0 N55050-0 N35233-0 N42977-0 N23129-0 N64734-0 N59673-0 N16725-0 N38159-0 N34876-0 N51853-0 N22880-0 N1940-0 N61023-0 N24509-0 N26262-0 N19592-0 N5532-0 N60992-0 N20076-0 N59272-0 N48063-0 N26415-0 N28213-0 N41172-0 N3344-0 N35294-0 N47020-1 N36184-0 N62208-0 N13907-0 N27314-0 N35047-0 N26135-0 N62128-0 N16914-0 N50736-0 N13540-0 N42143-0
334	U54512	11/13/2019 7:29:54 AM	N138 N61167 N27222 N10986 N36530 N19594	N13907-0 N62128-0 N22442-0 N48063-0 N22320-0 N29468-0 N3123-0 N4754-0 N25324-0 N4428-0 N63656-0 N8687-0 N49955-0 N26673-0 N61623-0 N19592-0 N8084-0 N41172-0 N10812-0 N26262-0 N28213-0 N6056-0 N35062-0 N28480-0 N51048-0 N38999-0 N12377-0 N20495-0 N53886-0 N12731-0 N30085-0 N12839-0 N37793-0 N20076-0 N60992-0 N59385-1 N25444-0 N35047-0 N34876-0 N59272-0 N41387-0 N287-0 N47061-0 N7121-0 N49194-0 N52409-0 N23942-0 N9720-0 N35336-0 N64734-0 N38159-0 N59673-0 N36184-0 N53848-0 N62894-0 N25315-0 N56227-0 N14726-0 N1644-0 N47717-0 N35233-0 N45590-0 N45266-0 N3285-0 N35170-0 N13579-0 N14592-0 N33212-0 N3663-0 N61027-0
335	U6071	11/13/2019 11:40:03 AM	N56253 N41049 N871 N4020 N51706 N2994 N54827 N4593 N58090 N40692 N45994 N9892 N42620	N24459-0 N21420-0 N26025-0 N22417-0 N4642-0 N33501-0 N34048-0 N15719-0 N51006-1 N11363-0 N33831-0 N7431-0 N51954-0 N8509-0 N36660-0 N41511-0 N39010-0 N14029-0 N53470-0 N49491-0 N34876-0 N13907-0 N37753-0 N47061-0 N59673-0 N50415-0 N287-0 N25295-0 N51048-0 N4913-0 N9009-0
336	U44207	11/12/2019 5:47:39 AM	N20263 N59008 N25740 N23571 N62138 N62927 N13233 N46090 N16606 N32483 N51706 N6023 N46462 N58668 N27911 N62210 N18030 N34611 N38298 N54936 N62081 N45794 N33438 N43864 N38870 N29361 N24298 N17511 N1766 N6655 N7019 N1533 N27919 N64467 N60491 N15765 N52840 N16378 N17878 N46647 N55776 N55742 N51330 N46846 N53017	N41020-0 N53012-0 N32544-0 N34110-0 N31947-0 N33619-0 N36789-1 N14184-0 N50675-0 N47578-0 N49180-0
337	U53600	11/13/2019 7:55:37 AM	N63180 N5905 N36615	N60992-0 N64734-0 N53886-0 N9720-0 N46935-0 N21216-0 N35170-0 N38159-0 N55442-0 N51048-0 N45266-0 N49194-0 N62128-0 N25444-0 N35047-0 N48063-0 N53848-0 N49955-0 N35847-0 N20915-0 N41387-0 N28213-0 N38263-0 N30085-0 N13907-0 N47061-0 N34876-0 N59272-0 N35233-0 N8687-0 N33212-1 N287-0 N7540-0 N14592-0 N59673-0 N17313-0
338	U81319	11/10/2019 3:20:00 PM	N22816 N41881	N10386-0 N57651-0 N64513-0 N23085-0 N36681-0 N57614-0 N26706-0 N59390-1 N55186-0
339	U56837	11/12/2019 12:50:26 PM	N46911 N57377 N35009 N59546 N24538 N3682 N62429 N58282 N55189 N8485 N10059 N33683 N30073 N27612 N26642 N37378 N871 N31191 N16695 N14607 N36676 N49745 N8082 N27464 N57737 N48582 N64408 N29975 N4020 N50907 N62008 N99 N56447 N15034 N80 N63332 N45189 N46128 N34627 N7521 N20710 N46844 N36191 N12096 N37942 N13137 N43524 N45794 N26984 N30949 N18275 N8834 N49542 N41460 N27154 N46392 N40997 N8026 N4593 N62479 N7499 N17050 N45999 N13057 N13374 N13374 N619 N31801 N29867 N54842 N11005 N54225 N28702 N33096 N47719 N20547 N13138 N48697 N16912 N16922 N52551 N7272 N40207 N3775 N31857 N18870 N60212 N46795 N35033 N22976 N8258 N20392 N22558 N37663 N40448 N62714 N20953 N8148 N39462 N6218 N31172 N33630 N14114 N40817 N37509 N16308 N20575 N43195	N58363-1 N63970-0 N40839-0 N64851-0
340	U48781	11/12/2019 1:44:20 PM	N18630 N33235 N43369 N36751 N55326 N50481 N34221 N3560 N63411 N51564 N20110 N10960 N31801 N30110 N15657 N3045 N48076 N20565 N26999 N49475 N9902	N11269-0 N62386-0 N28413-0 N1785-0 N54274-0 N38490-0 N21753-0 N41726-0 N6854-0 N39537-0 N43143-0 N26940-0 N64940-0 N14093-0 N21611-0 N17586-0 N22339-0 N44422-0 N40839-0 N11793-0 N61397-0 N36351-0 N7685-0 N61408-0 N51954-0 N56493-0 N26376-0 N40539-0 N32010-0 N63970-0 N8807-0 N42634-0 N4241-0 N58241-0 N10413-1 N64851-0 N52988-0 N6975-0 N4247-0 N31769-0 N32182-0 N3344-0 N58363-0 N4994-0 N32031-0 N34110-0 N59467-0 N46495-0 N46992-0 N56184-0 N33883-0 N44742-0 N52752-0 N58077-0 N13981-0 N54125-0 N11817-0 N33212-0 N36436-0 N40565-0 N62360-0 N5364-0 N63958-0 N5688-0 N50619-0 N16096-0 N33005-0 N20729-0 N8687-0 N39978-0 N17524-0 N40438-0 N61497-0 N23590-0 N47412-0 N36786-0 N25978-0 N48410-0 N30920-1
341	U28551	11/11/2019 7:26:42 PM	N47719 N2645 N27526 N47020 N18257 N27526 N47020 N47020	N46029-0 N47020-1 N32387-0 N26855-0 N21119-0 N60440-0 N2-0 N36789-0
342	U80599	11/11/2019 1:02:06 AM	N17933 N19736 N12900 N54359 N61864 N40811 N29597 N43959 N12291 N60206 N41089 N56152 N38929 N16695 N43295 N33617 N61103 N57737 N51852 N62705 N20039 N56742 N9653 N49481 N22344 N58715 N46920 N26392 N58615 N28691 N46082 N58641 N139 N55148 N62904 N46091 N39235 N12096 N54936 N35920 N46392 N27109 N46392 N33976 N35022 N9120 N8572 N5499 N18939 N36019 N31075 N27529 N60699 N22614 N50671 N6466 N52497 N2663 N57801 N25905 N59445 N16617 N16617 N55043 N32747 N35922 N20613 N2192 N52361 N20857 N45042 N18526 N14697 N47020 N51015 N64554 N34824 N12349 N50370 N20214 N57812 N46750 N20214 N26176 N29522 N56514 N52257 N25761 N23614 N45828 N31735 N63779 N14827 N47719 N22705 N47127 N28088 N13935 N60094 N53130 N42620 N14761 N5896 N1843 N27631 N13429 N52117 N57399 N3091 N38105 N47020 N2511 N49475 N19660 N4717 N35813 N18870 N13153 N47020 N56527 N19678 N3566 N47020 N49040 N8148 N38597 N21970 N16016 N56469 N3491 N3894	N35729-0 N56193-1
343	U28788	11/9/2019 1:23:13 PM	N61864 N459 N42087 N14629 N58759 N40517 N43497 N28081 N19638 N32892 N56403 N40141 N61864 N58057 N64185 N40977 N12096 N35022 N60699 N60699 N16715 N63411 N885 N24298 N47020 N34824 N61196 N4693 N60029 N51773 N13727 N5270 N47687 N6831 N5270 N64983 N14417 N28257 N30612 N35671 N5379 N12523 N47020 N50135	N47267-0 N54300-1 N43001-0 N18870-0 N25524-0 N41569-0 N41881-0 N37088-0 N7850-0 N28735-0 N3930-0 N59852-0 N60585-0 N61407-0 N60374-0 N37009-0 N34799-0 N39115-0 N15855-0 N37394-0 N41178-0 N279-0 N12168-0 N19911-0 N51398-0 N24272-0 N33347-0 N3894-0 N5442-0 N58051-0 N26706-0 N3580-0 N52000-0 N20602-0 N55582-0 N61074-0 N8061-0 N45171-0 N6926-0 N35305-0 N33981-0 N32753-0 N28934-0 N39461-0 N16209-1 N25546-0 N47020-0 N20281-0 N9397-0 N61742-0 N26130-0 N47934-0
344	U32775	11/12/2019 2:22:22 PM	N11068 N60699 N50961 N17432 N28257 N15194	N62386-0 N64851-0 N63970-0 N20678-0 N33261-0 N43266-0 N16096-0 N6975-0 N45422-0 N12493-0 N44422-1 N3344-0 N32182-0 N46607-0 N40839-0 N22339-0 N33212-0 N62360-0 N58363-0
345	U78325	11/12/2019 4:15:30 PM	N61864 N42989 N38118 N54932 N27448 N5056 N6233 N51706 N40545 N11894 N57582 N56514 N16715 N13374 N21336 N306 N35710 N21460 N50710 N22816 N57768	N45704-1 N20678-0
346	U69377	11/12/2019 1:40:31 PM	N29438 N24073 N63019 N54496 N43055 N5558 N52199 N43525 N46730 N64185 N44402 N61005 N59496 N37811 N20592 N48284 N60641 N52536 N8448 N19347 N7242 N38909 N18285 N62471 N56199 N53872 N37690 N47186 N57727 N4717 N42128 N46473 N14349 N15295 N21317 N2550 N55911 N48742	N33212-0 N62360-0 N12493-0 N32182-0 N22339-1 N63970-0 N40839-0 N6975-0 N58363-0 N64851-0
347	U70630	11/11/2019 5:56:53 PM	N48369 N39823 N27676 N59546 N41997 N6233 N33247 N53074 N33429 N54698 N57258 N53033 N9798 N47289 N39221 N63709 N29641 N21269 N41218 N40448 N64536 N16560	N43992-0 N36186-0 N12028-0 N16920-0 N453-0 N30518-0 N46526-0 N63011-0 N35738-0 N41222-0 N57957-0 N53749-0 N19542-0 N65118-0 N15344-0 N57402-0 N54489-0 N37115-0 N46029-0 N49956-0 N53585-0 N4273-0 N11768-0 N23414-0 N22664-0 N20943-0 N46966-0 N2350-0 N38665-0 N42597-0 N55204-0 N36351-0 N61623-0 N32010-0 N37019-0 N39765-0 N40565-0 N21-1 N5980-0 N58410-0 N7328-0 N1914-0 N15194-0
348	U9331	11/9/2019 9:09:11 PM	N16317 N42299 N30450 N56306 N21429 N57537 N7598 N38868 N35450 N19706 N306 N48918 N860 N43142 N28241 N54044	N41651-0 N35671-0 N61725-0 N19911-0 N12168-0 N35567-0 N17357-0 N3161-0 N9473-0 N2439-1 N3925-0 N63442-0 N25546-0 N28735-0 N26179-0 N37385-0 N5774-0 N61536-0 N11513-0 N44832-0 N52433-0 N48958-0 N21351-0 N62288-0 N32846-0 N33484-0 N21903-0 N17952-0 N38783-0 N54115-0 N51520-0 N23820-0 N52445-0 N20977-0 N21377-0 N26130-0 N10350-0 N32407-0 N65185-0 N32408-0 N9163-0 N27079-0
349	U6124	11/11/2019 11:10:32 AM	N18109 N31739 N62105 N21623 N32643 N55805 N62290 N54822 N54625 N32852 N13138 N35671 N57005	N5075-0 N18708-0 N40725-0 N35738-0 N61363-0 N55689-1 N54482-0 N64542-0 N18378-0 N21707-1 N11830-0 N7809-0 N7328-0 N32791-0 N154-0 N40065-0 N8957-0 N20811-0 N2358-0 N2869-0 N52622-0 N53585-1 N55204-0 N4936-0 N63538-0 N59981-0 N26331-0 N61623-0 N13510-0 N63550-0 N43748-0 N41698-0 N47006-0
350	U66361	11/13/2019 11:57:50 PM	N2028 N20335 N53074 N487 N57888 N17680 N24298 N44007 N14689 N38441 N62125 N47686 N39900 N19783	N16148-0 N36261-0 N56214-0 N42457-1 N61787-0 N64174-0
351	U27978	11/13/2019 8:28:14 AM	N33117 N60223 N12907 N42526 N13057 N55922 N46936 N55743 N15587 N13257 N39101 N10414 N23732 N39520 N31801 N28030 N11005 N46987 N306 N23105 N54655 N29641 N30160 N18870 N46795 N47277 N63406 N55714 N52307 N9902 N43652 N64525 N3629 N36615	N10812-1 N29468-0 N47061-0 N62894-0 N31448-0 N45266-0 N59673-0 N61027-0 N41172-0 N51853-0 N51048-1 N5364-0 N1180-0 N39269-0 N47149-0 N62128-0 N17759-0 N62358-0 N55281-0 N27437-0 N45590-0 N36659-0 N9623-0 N64632-0 N59088-0 N34876-0 N287-0 N17586-0 N43386-0 N12839-0 N19444-0 N33-0 N41122-0 N42143-0 N56227-0
352	U75724	11/13/2019 10:22:26 AM	N51591 N719 N871 N53879 N20979 N33251 N28015 N35022 N53973 N55556 N40652 N46647 N3264 N46818 N42986 N63074 N4763 N28445 N31285 N28257 N36424 N14512	N287-0 N64094-0 N51048-0 N39010-1
353	U52186	11/10/2019 3:32:05 PM	N52758 N13008 N64906 N14185 N21012 N65078 N31969 N9352 N26017 N29523 N21396 N13060 N16231 N27529 N14801 N12709 N12349 N8985 N14956 N24599 N47742 N44521 N12215 N15521 N32023 N57653 N62714 N35737 N59470 N42274 N38419 N18578 N55263 N48396 N35685 N56596 N4740 N29026 N61252 N7750	N16915-0 N16318-0 N57987-0 N31764-0 N8061-0 N33872-0 N35738-0 N58051-0 N51718-0 N61185-0 N16659-0 N61742-0 N57614-0 N12579-0 N209-0 N12523-0 N21619-0 N46466-0 N44399-0 N38487-0 N30963-0 N37279-0 N56051-0 N59169-0 N6775-0 N10754-0 N43309-0 N17620-0 N2871-0 N5650-0 N49178-0 N33533-0 N49879-0 N56947-0 N55411-0 N56786-0 N45561-0 N3853-0 N50060-0 N35051-1 N37589-0 N19117-0 N35737-0 N26577-0 N21758-0 N32967-0 N45838-0 N29128-0 N13793-0 N38783-0 N56104-0 N13575-0 N52203-0 N60128-0 N24176-0 N20491-0 N37545-0 N7891-0 N6767-0 N28934-0 N23784-0 N28888-0 N16833-0 N38998-1 N806-0 N26130-0 N21309-0 N44324-0 N57005-0 N17419-0 N37332-0 N31424-0 N34520-0 N64153-0 N279-0 N41893-0 N28862-0 N60858-0 N29997-0 N35729-0 N5737-0 N24171-0 N28773-0 N6960-0 N47229-0 N36741-0 N17482-0 N44123-0 N13369-0 N26091-0 N3339-0 N53436-0 N36232-1 N12109-0 N15435-0 N61389-0 N36910-0 N11830-0 N17104-0 N48578-0
354	U12282	11/11/2019 8:56:44 AM	N16215 N55189 N52897 N65169 N21429 N7111 N44361 N45794 N30160 N35710 N18360 N32194 N10152	N32791-0 N7809-0 N55689-0 N42961-0 N35729-1 N59981-0 N63550-0 N13801-0
355	U25398	11/9/2019 5:28:09 AM	N22279 N20718 N4020 N20121 N9054 N45833 N5663 N16292 N56630 N42281 N20592 N57789 N24298 N2994 N44324 N15855	N31002-0 N41881-0 N25764-0 N23760-0 N41178-0 N60374-0 N24272-0 N15134-0 N58075-0 N37108-0 N51398-0 N27845-0 N39115-0 N62070-0 N18378-1 N5889-0 N5442-0
356	U79903	11/12/2019 8:47:22 PM	N20145 N11677 N10235 N25114 N38825 N30303 N60781 N3680 N21844 N49481 N23907 N60739 N1637 N46133 N56514 N8305 N60000 N47737 N40417 N41694 N4255 N42470 N34177 N23907 N47020 N8448 N37120 N6506 N54571 N47020 N63489 N50023 N9763	N12029-1 N7821-0
357	U67252	11/12/2019 7:23:26 AM	N10059 N51741 N38939 N871 N34694 N58504 N40704 N46023 N6622 N52995 N30195 N12098 N56594 N63837 N45636 N17279 N46513 N10897 N5978 N23653 N16715 N28058 N16715 N30353 N51015 N54927 N49289 N59691 N1766 N61249 N62875 N63180 N49495 N18656 N63709 N23614 N64467 N41298 N18355 N28088 N35710 N49318 N56199 N43704 N11231 N30507 N6040 N43436 N39488 N15672 N21728 N29358 N36575 N18900 N38105 N4607 N32004 N55911 N52555 N23784 N10470 N51705 N6311 N54980 N35458 N48610 N20136 N10152 N28257 N53016 N26179 N31688 N24023 N31978 N45561 N59143 N55558 N40509 N37174 N31883 N22816 N15676 N36424 N19783	N41020-0 N62360-0 N52122-1 N7319-0
358	U87611	11/12/2019 12:47:05 PM	N1966 N60038 N37920 N8960 N35501 N5211 N50533 N40640 N61069 N64272 N37394 N10152	N1680-0 N31978-0 N53084-0 N19318-0 N62386-0 N16096-0 N63970-0 N35738-0 N36850-0 N33755-0 N27289-0 N14184-0 N22457-0 N47817-0 N64851-0 N166-0 N2823-0 N44742-0 N41020-0 N29468-0 N40839-0 N56299-0 N33677-0 N19075-0 N57754-0 N44397-0 N3344-0 N64152-0 N29870-0 N17571-0 N1644-0 N30475-0 N18887-0 N58155-0 N41354-0 N60716-1 N33425-0 N9719-0 N34110-0 N20811-0 N61822-0 N58875-0 N18708-0 N59887-0 N21753-0 N44786-0 N12424-0 N42634-0 N51153-0 N58363-0 N41220-0 N32010-0 N28738-0 N55606-0 N60272-0 N3123-0 N32544-0 N45389-0
359	U79047	11/9/2019 5:55:02 AM		N25764-0 N15134-0 N5889-0 N5442-1 N62070-0 N24272-0 N23760-0 N51398-0 N41881-0 N18378-0 N39115-0 N27845-0 N41178-0 N60374-0
